Date,Open,High,Low,Close,Adj Close,Volume
2019-09-18,275.514954,288.169952,276.653198,281.097778,281.097778,12226473356
2019-09-19,280.903900,295.483276,271.372406,293.374176,293.374176,14080090016
2019-09-20,293.094116,293.918793,285.378510,289.212219,289.212219,10647959872
2019-09-21,289.009705,293.069580,285.166992,285.851440,285.851440,10270393127
2019-09-22,285.812103,286.731110,275.530090,280.705719,280.705719,10367103310
2019-09-23,280.928375,280.955597,267.754974,267.800171,267.800171,9939885194
2019-09-24,267.695099,269.459137,215.471115,222.598785,222.598785,15568657673
2019-09-25,222.629028,231.654831,218.653015,226.580643,226.580643,12949235560
2019-09-26,226.400620,227.844727,208.519806,221.255234,221.255234,10415068141
2019-09-27,221.155136,232.555573,216.132950,231.363998,231.363998,10474043026
2019-09-28,231.324066,232.750381,226.123505,231.153717,231.153717,9130299138
2019-09-29,231.206482,231.929276,221.058182,225.698868,225.698868,8600325591
2019-09-30,225.643097,238.208359,221.209915,238.208359,238.208359,10002476589
2019-10-01,238.654541,244.604660,232.400070,234.419556,234.419556,10146977844
2019-10-02,234.265747,241.027664,233.707443,240.873550,240.873550,8444873298
2019-10-03,240.864487,241.135513,230.199905,233.666870,233.666870,8511005776
2019-10-04,233.718994,237.616394,230.978394,235.530945,235.530945,8316048985
2019-10-05,235.479462,236.645615,230.462021,234.832336,234.832336,7772918753
2019-10-06,234.849457,236.015457,227.945190,230.286346,230.286346,7788324562
2019-10-07,230.128250,242.594666,228.189102,241.038162,241.038162,10435553546
2019-10-08,240.941071,245.632004,238.668365,242.516434,242.516434,9947701862
2019-10-09,242.536057,259.172760,240.989304,257.829224,257.829224,12122427956
2019-10-10,257.692932,257.652771,250.224091,254.679871,254.679871,11130022447
2019-10-11,254.867767,257.831360,239.803436,241.001846,241.001846,12050143261
2019-10-12,240.954788,246.015228,237.669617,238.781219,238.781219,9896246245
2019-10-13,238.827011,244.339081,238.056519,240.377441,240.377441,8889214569
2019-10-14,240.315811,247.733200,240.271790,247.279922,247.279922,9624137296
2019-10-15,247.301270,247.933334,236.977203,239.543259,239.543259,10209241515
2019-10-16,239.460953,239.871597,229.830826,232.404724,232.404724,10155365532
2019-10-17,232.263947,235.007095,229.314209,233.862671,233.862671,8850210246
2019-10-18,233.810394,233.887711,224.469788,227.904053,227.904053,9931848311
2019-10-19,227.940948,230.512131,226.058624,226.974289,226.974289,8599765924
2019-10-20,227.055313,232.099670,224.865585,230.544220,230.544220,8932451061
2019-10-21,230.531586,232.628189,226.798828,228.936417,228.936417,8920539221
2019-10-22,228.915573,229.998779,225.567993,225.613327,225.613327,9154057369
2019-10-23,225.563492,225.431290,205.875549,212.333527,212.333527,12584109393
2019-10-24,212.479065,214.581909,210.320786,211.994827,211.994827,9544124450
2019-10-25,212.022507,238.987167,211.517899,237.058426,237.058426,13527702272
2019-10-26,237.246292,255.910706,230.039551,234.874130,234.874130,18065002781
2019-10-27,235.001022,245.810455,232.128326,240.698257,240.698257,14130195333
2019-10-28,240.901154,245.290848,235.324814,238.475449,238.475449,13586511736
2019-10-29,238.485321,251.162704,238.748520,249.193466,249.193466,13907149991
2019-10-30,249.185364,251.608429,239.014877,243.156464,243.156464,13803898787
2019-10-31,243.295303,248.544083,237.110596,242.244141,242.244141,12651552323
2019-11-01,242.029205,243.492310,238.275085,242.058395,242.058395,12033337845
2019-11-02,242.121887,244.353989,240.523346,242.007614,242.007614,10642098770
2019-11-03,242.098557,243.133118,236.292007,239.717606,239.717606,11511499911
2019-11-04,239.578323,247.297165,239.140869,245.103668,245.103668,13878410078
2019-11-05,245.043320,251.578262,242.468079,249.008438,249.008438,13185682586
2019-11-06,248.757629,255.231918,248.797195,252.655945,252.655945,13393383006
2019-11-07,252.537872,252.759140,245.784683,247.641617,247.641617,11963699419
2019-11-08,247.572739,249.756332,241.456589,243.665726,243.665726,12138586951
2019-11-09,243.798325,245.817932,243.256683,244.746735,244.746735,9626205591
2019-11-10,244.633820,252.526886,244.281509,250.617798,250.617798,11577132620
2019-11-11,250.651733,251.937073,244.985245,245.519104,245.519104,10426771237
2019-11-12,245.618637,248.789246,243.816086,247.327057,247.327057,10314618789
2019-11-13,247.458145,250.915863,246.417984,249.493668,249.493668,9731687671
2019-11-14,249.511902,249.944992,245.118851,246.453613,246.453613,10431453622
2019-11-15,246.531158,246.252853,237.166687,238.676086,238.676086,11655649299
2019-11-16,238.646881,243.480896,237.968063,242.414032,242.414032,8977250578
2019-11-17,242.417297,248.854645,241.112885,244.792236,244.792236,9738208422
2019-11-18,244.689392,246.882919,236.644989,238.473022,238.473022,10285508007
2019-11-19,238.397552,242.260284,232.530380,235.527878,235.527878,10003084734
2019-11-20,235.474426,238.136963,233.210785,233.753464,233.753464,9586756707
2019-11-21,233.720551,233.999313,211.630997,214.416519,214.416519,11349264904
